0.1 0.024326262151205123 0.024328879276547203 1.3909287913532175e-11
0.2 0.04730716118193416 0.047305499216798844 2.3361887716365537e-11
0.3 0.06894901710670644 0.06894232979840063 3.632080428425961e-11
0.4 0.08926236695462601 0.08929003052985159 4.535115941199213e-10
0.5 0.10826196942998052 0.10823795368159722 3.5362136866925263e-10
0.6 0.12596679654674264 0.12597623727780516 1.249320129098472e-10
0.7 0.1423999906079666 0.14240531542863227 2.4206453854353396e-11
0.8 0.15758888595510878 0.15760294094489896 1.2694580218813906e-10
0.9 0.17156482804646847 0.1715661641638679 2.5061950424897254e-11
1 0.18436311231526023 0.18435746655193333 3.740862522725212e-11
1.5 0.2321708394721839 0.23216841231580282 2.7506194969166456e-11
2 0.2575848913253903 0.25758513544413664 1.3635917767494762e-11
3 0.26710517749860746 0.26710803174242614 4.04406623589673e-12
4 0.2527183154688818 0.2527212059106116 1.2325962616153269e-11
5 0.2322303752924504 0.23222444130050918 5.0652508624567447e-11
6 0.21159948567816536 0.2115991887051459 1.223305628107449e-10
7 0.19269027277711656 0.19269146317947441 1.5306407579560678e-11
8 0.1759574213778852 0.17595283548342927 2.1651326370613027e-10
9 0.16134508452986404 0.16134291907173762 8.060668617458213e-12
10 0.14862766569188343 0.1486263573346374 2.4347203451673767e-10
11 0.13754417626916066 0.13754384642829787 2.8003709608579423e-11
12 0.12784880579654767 0.12785044623435954 6.882721771023388e-12
13 0.119326805690502 0.11932852723150045 2.1193276505687246e-11
14 0.11179713997232939 0.11179752203268778 4.585353378112792e-12
15 0.1051102758061014 0.10511250593165775 1.1093870595437697e-09
16 0.09914025324025351 0.0991409567373983 5.111558401108996e-09
17 0.09382530177645866 0.09380477981603116 6.431150710172153e-07
18 0.08904207167522 0.08909646360908953 4.557204866681211e-06
19 0.08459100016572108 0.08460036403206841 2.906000711784188e-08
20 0.08061204389950277 0.08058738266320577 6.619689212382452e-09
